"date_det","wildbird_count","domestic_count","mammal_count","cattle_count","total_counts"
2022-06-28,21,0,1,0,22
2022-06-29,15,2,1,0,18
2022-06-30,8,0,0,0,8
2022-07-01,10,3,4,0,17
2022-07-02,3,0,0,0,3
2022-07-03,1,0,0,0,1
2022-07-04,3,0,0,0,3
2022-07-05,7,0,0,0,7
2022-07-06,7,2,1,0,10
2022-07-07,4,1,1,0,6
2022-07-08,8,0,0,0,8
2022-07-09,2,0,0,0,2
2022-07-10,4,0,0,0,4
2022-07-11,1,0,6,0,7
2022-07-12,6,1,0,0,7
2022-07-13,5,0,0,0,5
2022-07-14,8,1,0,0,9
2022-07-15,3,1,0,0,4
2022-07-17,1,0,0,0,1
2022-07-18,2,0,1,0,3
2022-07-19,8,3,0,0,11
2022-07-20,8,0,0,0,8
2022-07-21,7,2,0,0,9
2022-07-22,3,2,0,0,5
2022-07-23,3,0,0,0,3
2022-07-25,7,0,6,0,13
2022-07-26,6,3,0,0,9
2022-07-27,11,0,0,0,11
2022-07-28,2,1,0,0,3
2022-07-29,2,0,0,0,2
2022-07-30,8,0,0,0,8
2022-07-31,3,0,0,0,3
2022-08-01,5,0,0,0,5
2022-08-02,8,1,0,0,9
2022-08-03,7,0,1,0,8
2022-08-04,8,0,0,0,8
2022-08-05,21,0,0,0,21
2022-08-06,1,0,0,0,1
2022-08-07,1,0,0,0,1
2022-08-08,23,0,0,0,23
2022-08-09,6,0,0,0,6
2022-08-10,31,1,0,0,32
2022-08-11,4,1,0,0,5
2022-08-12,3,0,0,0,3
2022-08-13,1,0,0,0,1
2022-08-14,1,0,0,0,1
2022-08-15,28,0,1,0,29
2022-08-16,12,2,0,0,14
2022-08-17,31,0,1,0,32
2022-08-18,5,1,0,0,6
2022-08-19,5,1,0,0,6
2022-08-21,1,0,0,0,1
2022-08-22,14,2,0,0,16
2022-08-23,11,1,0,0,12
2022-08-24,14,1,0,0,15
2022-08-25,16,1,0,0,17
2022-08-26,1,3,0,0,4
2022-08-28,3,0,0,0,3
2022-08-29,70,1,0,0,71
2022-08-30,41,5,0,0,46
2022-08-31,43,0,0,0,43
2022-09-01,64,6,0,0,70
2022-09-02,32,1,0,0,33
2022-09-03,12,2,0,0,14
2022-09-04,9,0,0,0,9
2022-09-05,7,0,0,0,7
2022-09-06,14,0,0,0,14
2022-09-07,34,1,0,0,35
2022-09-08,60,1,0,0,61
2022-09-09,74,3,0,0,77
2022-09-10,107,0,0,0,107
2022-09-11,28,0,0,0,28
2022-09-12,26,1,0,0,27
2022-09-13,24,5,0,0,29
2022-09-14,66,5,0,0,71
2022-09-15,69,5,0,0,74
2022-09-16,26,1,0,0,27
2022-09-17,18,0,0,0,18
2022-09-18,13,0,0,0,13
2022-09-19,33,2,0,0,35
2022-09-20,31,7,0,0,38
2022-09-21,31,5,0,0,36
2022-09-22,61,4,0,0,65
2022-09-23,47,1,0,0,48
2022-09-24,85,4,0,0,89
2022-09-25,14,0,0,0,14
2022-09-26,13,0,0,0,13
2022-09-27,15,4,1,0,20
2022-09-28,36,4,0,0,40
2022-09-29,40,6,0,0,46
2022-09-30,22,2,0,0,24
2022-10-01,63,0,0,0,63
2022-10-02,12,0,0,0,12
2022-10-03,17,5,0,0,22
2022-10-04,25,6,0,0,31
2022-10-05,27,6,0,0,33
2022-10-06,4,3,4,0,11
2022-10-07,9,8,0,0,17
2022-10-08,57,0,0,0,57
2022-10-09,6,0,0,0,6
2022-10-10,14,0,0,0,14
2022-10-11,20,6,0,0,26
2022-10-12,16,6,0,0,22
2022-10-13,31,4,0,0,35
2022-10-14,14,6,0,0,20
2022-10-15,123,0,0,0,123
2022-10-16,33,0,0,0,33
2022-10-17,12,2,0,0,14
2022-10-18,19,7,0,0,26
2022-10-19,26,4,0,0,30
2022-10-20,23,10,0,0,33
2022-10-21,15,3,0,0,18
2022-10-22,39,2,0,0,41
2022-10-23,29,0,0,0,29
2022-10-24,14,0,0,0,14
2022-10-25,22,7,0,0,29
2022-10-26,12,2,1,0,15
2022-10-27,29,2,1,0,32
2022-10-28,12,1,1,0,14
2022-10-29,38,0,0,0,38
2022-10-30,11,0,0,0,11
2022-10-31,34,3,0,0,37
2022-11-01,16,5,0,0,21
2022-11-02,95,4,0,0,99
2022-11-03,19,9,1,0,29
2022-11-04,23,4,0,0,27
2022-11-05,104,0,0,0,104
2022-11-06,67,1,0,0,68
2022-11-07,57,4,0,0,61
2022-11-08,18,4,0,0,22
2022-11-09,19,0,0,0,19
2022-11-10,4,5,1,0,10
2022-11-11,6,0,0,0,6
2022-11-12,46,1,0,0,47
2022-11-13,8,0,0,0,8
2022-11-14,15,1,0,0,16
2022-11-15,12,3,0,0,15
2022-11-16,27,3,1,0,31
2022-11-17,22,2,0,0,24
2022-11-18,10,2,0,0,12
2022-11-19,55,0,0,0,55
2022-11-20,13,0,0,0,13
2022-11-21,29,2,5,0,36
2022-11-22,24,2,0,0,26
2022-11-23,93,6,0,0,99
2022-11-25,27,7,0,0,34
2022-11-26,19,0,0,0,19
2022-11-27,22,0,0,0,22
2022-11-28,52,2,0,0,54
2022-11-29,39,3,0,0,42
2022-11-30,50,3,0,0,53
2022-12-01,36,4,0,0,40
2022-12-02,40,3,1,0,44
2022-12-03,24,0,0,0,24
2022-12-04,7,0,0,0,7
2022-12-05,32,4,0,0,36
2022-12-06,38,5,2,0,45
2022-12-07,28,3,0,0,31
2022-12-08,27,3,4,0,34
2022-12-09,34,5,0,0,39
2022-12-10,37,0,0,0,37
2022-12-11,10,0,0,0,10
2022-12-12,34,6,0,0,40
2022-12-13,22,3,0,0,25
2022-12-14,53,6,0,0,59
2022-12-15,29,1,0,0,30
2022-12-16,23,4,2,0,29
2022-12-17,27,0,0,0,27
2022-12-18,7,0,0,0,7
2022-12-19,25,1,0,0,26
2022-12-20,23,3,2,0,28
2022-12-21,31,4,0,0,35
2022-12-22,7,1,0,0,8
2022-12-23,2,0,1,0,3
2022-12-24,3,0,0,0,3
2022-12-25,3,0,0,0,3
2022-12-26,1,0,0,0,1
2022-12-27,10,0,0,0,10
2022-12-28,14,3,0,0,17
2022-12-29,15,1,0,0,16
2022-12-30,9,2,0,0,11
2022-12-31,8,0,0,0,8
2023-01-01,3,0,0,0,3
2023-01-02,4,0,0,0,4
2023-01-03,16,0,4,0,20
2023-01-04,23,3,0,0,26
2023-01-05,22,1,0,0,23
2023-01-06,31,2,0,0,33
2023-01-07,6,0,0,0,6
2023-01-08,2,0,0,0,2
2023-01-09,33,4,1,0,38
2023-01-10,25,1,0,0,26
2023-01-11,17,1,0,0,18
2023-01-12,23,1,0,0,24
2023-01-13,6,0,1,0,7
2023-01-14,11,0,0,0,11
2023-01-15,1,0,0,0,1
2023-01-16,4,0,0,0,4
2023-01-17,22,1,0,0,23
2023-01-18,28,2,0,0,30
2023-01-19,15,3,0,0,18
2023-01-20,12,2,1,0,15
2023-01-21,13,0,0,0,13
2023-01-22,3,0,0,0,3
2023-01-23,13,1,2,0,16
2023-01-24,5,0,1,0,6
2023-01-25,12,5,0,0,17
2023-01-26,11,0,0,0,11
2023-01-27,5,1,2,0,8
2023-01-28,2,0,0,0,2
2023-01-29,1,0,0,0,1
2023-01-30,9,0,0,0,9
2023-01-31,14,0,0,0,14
2023-02-01,16,2,2,0,20
2023-02-02,18,0,0,0,18
2023-02-03,2,0,0,0,2
2023-02-04,4,0,0,0,4
2023-02-05,3,0,0,0,3
2023-02-06,6,6,1,0,13
2023-02-07,6,2,0,0,8
2023-02-08,5,2,2,0,9
2023-02-09,4,0,0,0,4
2023-02-10,2,0,4,0,6
2023-02-11,4,0,0,0,4
2023-02-13,3,2,0,0,5
2023-02-14,36,2,2,0,40
2023-02-15,6,1,0,0,7
2023-02-16,2,0,0,0,2
2023-02-17,9,3,0,0,12
2023-02-18,5,0,0,0,5
2023-02-19,2,0,0,0,2
2023-02-20,3,0,0,0,3
2023-02-21,6,2,0,0,8
2023-02-22,2,1,1,0,4
2023-02-23,3,3,3,0,9
2023-02-24,1,3,0,0,4
2023-02-25,6,0,0,0,6
2023-02-26,1,0,0,0,1
2023-02-27,7,1,0,0,8
2023-02-28,2,1,5,0,8
2023-03-01,1,0,0,0,1
2023-03-02,3,0,3,0,6
2023-03-03,13,2,1,0,16
2023-03-04,6,5,0,0,11
2023-03-05,1,0,0,0,1
2023-03-06,4,5,0,0,9
2023-03-07,5,1,0,0,6
2023-03-08,4,0,2,0,6
2023-03-09,2,0,0,0,2
2023-03-13,1,1,2,0,4
2023-03-14,3,6,0,0,9
2023-03-15,4,2,2,0,8
2023-03-16,4,5,0,0,9
2023-03-17,6,1,1,0,8
2023-03-19,1,0,0,0,1
2023-03-20,2,0,0,0,2
2023-03-21,4,2,3,0,9
2023-03-22,5,5,0,0,10
2023-03-23,5,1,1,0,7
2023-03-24,1,2,0,0,3
2023-03-26,1,0,0,0,1
2023-03-27,2,0,1,0,3
2023-03-28,2,1,0,0,3
2023-03-29,3,0,0,0,3
2023-03-30,7,1,1,0,9
2023-03-31,4,0,1,0,5
2023-04-01,2,0,0,0,2
2023-04-02,4,0,0,0,4
2023-04-03,3,1,1,0,5
2023-04-04,8,0,3,0,11
2023-04-06,6,0,0,0,6
2023-04-07,4,0,2,0,6
2023-04-08,1,0,0,0,1
2023-04-10,4,1,3,0,8
2023-04-11,4,0,2,0,6
2023-04-12,4,3,0,0,7
2023-04-13,10,0,3,0,13
2023-04-14,1,2,3,0,6
2023-04-16,2,0,0,0,2
2023-04-17,1,3,0,0,4
2023-04-18,10,1,0,0,11
2023-04-19,5,2,0,0,7
2023-04-20,1,0,2,0,3
2023-04-21,3,0,0,0,3
2023-04-25,3,0,3,0,6
2023-04-26,1,0,0,0,1
2023-04-27,4,0,0,0,4
2023-04-28,2,0,0,0,2
2023-04-29,1,0,0,0,1
2023-04-30,1,0,0,0,1
2023-05-01,1,0,0,0,1
2023-05-02,4,0,1,0,5
2023-05-03,3,0,1,0,4
2023-05-04,1,0,0,0,1
2023-05-08,1,0,1,0,2
2023-05-09,1,0,1,0,2
2023-05-12,4,0,0,0,4
2023-05-16,6,0,2,0,8
2023-05-18,2,2,1,0,5
2023-05-19,2,0,1,0,3
2023-05-20,1,0,0,0,1
2023-05-23,2,0,2,0,4
2023-05-24,2,0,0,0,2
2023-05-31,1,0,0,0,1
2023-06-06,3,0,0,0,3
2023-06-15,3,0,0,0,3
2023-06-26,1,0,0,0,1
2023-06-27,1,0,0,0,1
2023-06-28,1,0,0,0,1
2023-07-11,3,0,0,0,3
2023-07-14,2,0,0,0,2
2023-07-18,1,0,0,0,1
2023-07-19,2,0,0,0,2
2023-07-20,1,0,0,0,1
2023-07-22,1,0,0,0,1
2023-07-25,1,1,0,0,2
2023-07-26,1,0,0,0,1
2023-07-31,2,0,0,0,2
2023-08-01,2,0,0,0,2
2023-08-04,1,0,1,0,2
2023-08-07,1,0,0,0,1
2023-08-08,1,0,0,0,1
2023-08-11,6,0,0,0,6
2023-08-16,1,0,0,0,1
2023-08-18,19,0,0,0,19
2023-08-19,1,0,0,0,1
2023-08-22,5,0,0,0,5
2023-08-28,1,0,0,0,1
2023-08-29,1,0,0,0,1
2023-09-06,2,0,0,0,2
2023-09-07,2,0,0,0,2
2023-09-09,1,0,0,0,1
2023-09-11,28,0,0,0,28
2023-09-12,8,0,0,0,8
2023-09-13,24,0,0,0,24
2023-09-15,1,1,1,0,3
2023-09-16,1,0,0,0,1
2023-09-19,1,0,1,0,2
2023-09-20,2,0,0,0,2
2023-09-23,21,0,0,0,21
2023-09-24,2,0,0,0,2
2023-09-26,2,0,0,0,2
2023-09-27,1,0,0,0,1
2023-09-30,62,0,0,0,62
2023-10-01,9,0,0,0,9
2023-10-03,6,1,0,0,7
2023-10-04,6,1,0,0,7
2023-10-05,2,0,0,0,2
2023-10-06,1,2,0,0,3
2023-10-07,24,0,0,0,24
2023-10-08,8,0,0,0,8
2023-10-09,5,0,0,0,5
2023-10-10,4,1,0,0,5
2023-10-11,7,1,0,0,8
2023-10-12,7,2,0,0,9
2023-10-13,3,3,0,0,6
2023-10-14,105,0,0,0,105
2023-10-15,6,0,0,0,6
2023-10-16,15,1,0,0,16
2023-10-17,13,4,0,0,17
2023-10-18,10,2,0,0,12
2023-10-19,25,3,0,0,28
2023-10-20,13,1,0,0,14
2023-10-21,56,0,0,0,56
2023-10-22,66,0,0,0,66
2023-10-23,13,1,0,0,14
2023-10-24,7,4,0,0,11
2023-10-25,44,7,0,0,51
2023-10-26,4,1,0,0,5
2023-10-27,26,2,0,0,28
2023-10-28,57,2,0,0,59
2023-10-29,61,0,0,0,61
2023-10-30,21,0,0,0,21
2023-10-31,40,5,0,0,45
2023-11-01,47,1,0,0,48
2023-11-02,47,2,0,0,49
2023-11-03,56,4,0,0,60
2023-11-04,67,0,0,0,67
2023-11-05,26,0,0,0,26
2023-11-06,14,3,0,0,17
2023-11-07,17,1,0,0,18
2023-11-08,25,5,0,0,30
2023-11-09,23,6,0,0,29
2023-11-10,12,0,0,0,12
2023-11-11,26,0,0,0,26
2023-11-12,10,0,0,0,10
2023-11-13,35,3,0,0,38
2023-11-14,30,11,6,0,47
2023-11-15,12,4,0,0,16
2023-11-16,15,5,0,0,20
2023-11-17,14,1,0,0,15
2023-11-18,139,0,0,0,139
2023-11-19,4,0,0,0,4
2023-11-20,24,9,0,0,33
2023-11-21,20,12,0,0,32
2023-11-22,11,4,0,0,15
2023-11-24,4,4,0,0,8
2023-11-25,57,0,0,0,57
2023-11-26,6,0,0,0,6
2023-11-27,9,2,0,0,11
2023-11-28,31,9,1,0,41
2023-11-29,22,7,0,0,29
2023-11-30,65,5,0,0,70
2023-12-01,15,4,0,0,19
2023-12-02,75,0,0,0,75
2023-12-03,1,0,0,0,1
2023-12-04,18,4,0,0,22
2023-12-05,25,6,0,0,31
2023-12-06,21,5,1,0,27
2023-12-07,24,7,0,0,31
2023-12-08,34,4,0,0,38
2023-12-09,43,0,0,0,43
2023-12-10,4,0,0,0,4
2023-12-11,14,1,0,0,15
2023-12-12,26,4,0,0,30
2023-12-13,26,6,1,0,33
2023-12-14,30,3,0,0,33
2023-12-15,16,2,1,0,19
2023-12-16,19,0,0,0,19
2023-12-17,3,0,0,0,3
2023-12-18,9,4,0,0,13
2023-12-19,21,7,0,0,28
2023-12-20,28,5,0,0,33
2023-12-21,15,2,0,0,17
2023-12-22,4,0,1,0,5
2023-12-23,18,0,0,0,18
2023-12-24,2,0,0,0,2
2023-12-25,8,0,0,0,8
2023-12-26,18,1,0,0,19
2023-12-27,18,5,0,0,23
2023-12-28,12,5,0,0,17
2023-12-29,6,2,0,0,8
2023-12-30,15,1,0,0,16
2023-12-31,2,0,0,0,2
2024-01-01,1,0,0,0,1
2024-01-02,9,0,0,0,9
2024-01-03,7,3,0,0,10
2024-01-04,7,1,0,0,8
2024-01-05,7,1,0,0,8
2024-01-06,52,0,0,0,52
2024-01-07,3,0,0,0,3
2024-01-08,3,3,0,0,6
2024-01-09,15,0,0,0,15
2024-01-10,6,4,0,0,10
2024-01-11,7,1,0,0,8
2024-01-12,7,0,0,0,7
2024-01-13,8,0,0,0,8
2024-01-14,1,0,0,0,1
2024-01-15,2,0,0,0,2
2024-01-16,4,4,0,0,8
2024-01-17,17,1,0,0,18
2024-01-18,8,1,0,0,9
2024-01-19,4,0,0,0,4
2024-01-20,9,0,0,0,9
2024-01-22,12,2,0,0,14
2024-01-23,24,1,0,0,25
2024-01-24,6,0,0,0,6
2024-01-25,8,2,1,0,11
2024-01-26,7,1,0,0,8
2024-01-27,19,0,0,0,19
2024-01-28,14,0,0,0,14
2024-01-29,38,0,0,0,38
2024-01-30,20,0,0,0,20
2024-01-31,33,1,0,0,34
2024-02-01,15,0,0,0,15
2024-02-02,57,0,0,0,57
2024-02-03,1,0,0,0,1
2024-02-05,16,0,0,0,16
2024-02-06,26,3,0,0,29
2024-02-07,6,0,0,0,6
2024-02-08,4,3,0,0,7
2024-02-09,2,1,0,0,3
2024-02-10,1,0,0,0,1
2024-02-12,5,2,3,0,10
2024-02-14,10,0,0,0,10
2024-02-15,1,0,0,0,1
2024-02-16,22,1,0,0,23
2024-02-18,4,0,0,0,4
2024-02-19,2,0,0,0,2
2024-02-20,6,1,0,0,7
2024-02-21,4,4,0,0,8
2024-02-22,12,1,0,0,13
2024-02-23,11,3,0,0,14
2024-02-24,2,0,0,0,2
2024-02-25,3,0,0,0,3
2024-02-26,8,1,0,0,9
2024-02-27,12,2,1,0,15
2024-02-28,8,0,0,0,8
2024-02-29,12,0,0,0,12
2024-03-01,4,0,1,0,5
2024-03-02,2,0,0,0,2
2024-03-03,3,0,0,0,3
2024-03-04,2,0,3,0,5
2024-03-06,2,0,0,0,2
2024-03-07,8,1,0,0,9
2024-03-08,9,0,0,0,9
2024-03-09,4,0,0,0,4
2024-03-10,4,0,0,0,4
2024-03-11,11,2,0,0,13
2024-03-12,2,1,0,0,3
2024-03-13,8,0,1,0,9
2024-03-14,4,1,0,0,5
2024-03-15,2,0,0,0,2
2024-03-16,4,0,0,0,4
2024-03-17,1,0,0,0,1
2024-03-18,7,1,0,0,8
2024-03-19,2,0,1,0,3
2024-03-20,10,1,0,0,11
2024-03-22,1,0,0,0,1
2024-03-23,1,0,0,0,1
2024-03-24,2,0,0,0,2
2024-03-25,2,0,4,1,7
2024-03-26,2,0,0,3,5
2024-03-27,7,0,0,3,10
2024-03-28,2,1,0,0,3
2024-03-29,3,0,0,1,4
2024-03-31,1,0,0,0,1
2024-04-02,3,2,0,2,7
2024-04-03,4,0,3,0,7
2024-04-04,2,0,0,2,4
2024-04-05,9,0,0,1,10
2024-04-09,1,1,0,4,6
2024-04-11,2,1,0,0,3
2024-04-12,3,1,1,2,7
2024-04-13,2,0,0,0,2
2024-04-15,2,2,4,1,9
2024-04-17,5,2,1,4,12
2024-04-19,1,0,1,1,3
2024-04-20,2,0,0,0,2
2024-04-21,2,0,0,0,2
2024-04-22,1,0,0,0,1
2024-04-23,8,0,0,0,8
2024-04-25,2,1,0,1,4
2024-04-28,1,0,0,0,1
2024-04-29,1,0,0,0,1
2024-04-30,3,1,2,0,6
2024-05-01,6,0,0,0,6
2024-05-03,5,0,6,0,11
2024-05-05,3,0,0,0,3
2024-05-06,2,1,0,0,3
2024-05-07,3,0,3,1,7
2024-05-08,4,0,1,5,10
2024-05-09,1,1,0,1,3
2024-05-10,7,3,0,1,11
2024-05-12,1,0,0,0,1
2024-05-13,1,0,0,0,1
2024-05-14,1,0,0,3,4
2024-05-15,3,0,0,0,3
2024-05-16,13,0,0,3,16
2024-05-21,1,5,2,2,10
2024-05-22,2,0,0,6,8
2024-05-23,1,0,1,3,5
2024-05-28,1,1,1,2,5
2024-06-05,2,0,1,1,4
2024-06-10,1,1,0,5,7
2024-06-12,2,1,0,1,4
2024-06-13,1,1,0,5,7
2024-06-19,5,0,0,0,5
2024-06-20,6,0,0,2,8
2024-06-21,2,1,2,7,12
2024-06-23,1,0,0,0,1
2024-06-24,7,1,1,3,12
2024-06-26,2,1,0,0,3
2024-06-27,1,3,2,0,6
2024-07-05,1,0,2,0,3
2024-07-09,2,3,0,1,6
2024-07-10,6,0,1,6,13
2024-07-11,18,1,0,5,24
2024-07-12,6,0,0,1,7
2024-07-13,13,0,0,0,13
2024-07-18,1,0,0,2,3
2024-07-27,1,0,0,0,1
2024-08-03,1,0,0,0,1
2024-08-08,1,0,0,0,1
2024-08-15,2,0,0,0,2
2024-08-28,2,0,0,1,3
2024-08-30,1,0,0,3,4
2024-08-31,1,0,0,0,1
2024-09-04,6,0,0,0,6
2024-09-09,1,0,0,4,5
2024-09-14,1,0,0,0,1
2024-09-15,1,0,0,0,1
2024-09-17,1,0,0,0,1
2024-09-19,3,0,0,0,3
2024-09-21,2,0,0,0,2
2024-09-24,1,0,0,1,2
2024-09-25,1,0,0,0,1
2024-09-26,7,0,0,0,7
2024-09-29,5,0,0,0,5
2024-09-30,1,0,0,1,2
2024-10-03,3,1,1,15,20
2024-10-04,1,0,0,12,13
2024-10-05,5,0,0,0,5
2024-10-06,1,0,0,0,1
2024-10-08,1,0,0,3,4
2024-10-10,1,0,0,5,6
2024-10-11,6,0,0,0,6
2024-10-12,18,0,0,0,18
2024-10-13,6,0,0,0,6
2024-10-14,2,0,0,0,2
2024-10-15,15,2,0,18,35
2024-10-16,2,1,0,9,12
2024-10-17,9,1,0,2,12
2024-10-18,7,0,0,0,7
2024-10-19,9,0,0,0,9
2024-10-20,5,0,0,0,5
2024-10-21,3,0,0,2,5
2024-10-22,7,0,0,4,11
2024-10-23,13,1,0,0,14
2024-10-24,5,1,0,24,30
2024-10-25,5,2,0,26,33
2024-10-26,17,0,0,0,17
2024-10-27,5,0,0,0,5
2024-10-28,1,0,0,6,7
2024-10-29,27,3,0,9,39
2024-10-30,22,3,0,1,26
2024-10-31,14,0,0,31,45
2024-11-01,9,4,0,9,22
2024-11-02,29,2,0,0,31
2024-11-03,5,0,0,0,5
2024-11-04,7,0,0,1,8
2024-11-05,4,0,0,2,6
2024-11-06,2,0,0,29,31
2024-11-07,10,1,0,0,11
2024-11-08,17,0,0,17,34
2024-11-09,75,0,0,0,75
2024-11-10,17,0,0,0,17
2024-11-11,4,0,0,0,4
2024-11-12,7,6,0,13,26
2024-11-13,13,2,0,3,18
2024-11-14,30,10,0,33,73
2024-11-15,22,3,0,8,33
2024-11-16,83,0,0,0,83
2024-11-17,10,0,0,0,10
2024-11-18,2,3,0,48,53
2024-11-19,4,5,0,14,23
2024-11-20,16,3,0,6,25
2024-11-21,8,7,0,10,25
2024-11-22,40,2,0,23,65
2024-11-23,73,0,0,0,73
2024-11-24,25,0,0,0,25
2024-11-25,20,1,0,25,46
2024-11-26,17,1,0,0,18
2024-11-27,32,6,0,13,51
2024-11-28,1,0,0,0,1
2024-11-29,13,6,0,0,19
2024-11-30,17,0,0,0,17
2024-12-01,29,0,0,0,29
2024-12-02,15,1,1,6,23
2024-12-03,41,6,1,23,71
2024-12-04,37,6,11,1,55
2024-12-05,78,4,1,1,84
2024-12-06,37,5,3,15,60
2024-12-07,100,0,0,0,100
2024-12-08,10,0,0,0,10
2024-12-09,65,4,0,37,106
2024-12-10,32,11,3,67,113
2024-12-11,34,5,1,5,45
2024-12-12,39,4,1,6,50
2024-12-13,18,3,2,9,32
2024-12-14,71,4,0,1,76
