annotated,common_name_correction,broad,order
animal,animal,animal,animal
anser_albifrons,greater_white-fronted_goose,goose,anseriformes
anser_caerulescens,snow_goose,goose,anseriformes
anser_cygnoides,swan_goose,goose,anseriformes
anser_fabalis,bean_goose,goose,anseriformes
anseralbifrons,greater_white-fronted_goose,goose,anseriformes
anseranser,greylag_goose,goose,anseriformes
anseranserdomesticus,domestic_goose,goose,anseriformes
anserbrachyrhynchus,pink-footed_goose,goose,anseriformes
ansercygnoides,swan_goose,goose,anseriformes
anseriformes,waterfowl,waterfowl,anseriformes
anseriformes_sp.,avian,avian,anseriformes
aquaticbird,aquatic_bird,aquatic_bird,avian
arctictern,arctic_tern,tern,charadriiformes
ardeacinera,grey_heron,heron,pelecaniformes
ardeacinerea,grey_heron,heron,pelecaniformes
arenaria_interpres,ruddy_turnstone,wader,charadriiformes
atlanticwhitesideddolphin,atlanticwhitesideddolphin,dolphin,artiodactyla
avian,avian,avian,avian
aythya_collaris,ring-necked_duck,duck,anseriformes
aythyafuligula,tufted_duck,duck,anseriformes
babbler,old_world_babbler,passerine,passeriformes
Backyard bird,avian,avian,avian
backyard_bird,backyard_bird,chicken,galliformes
baers_pochard,baers_pochard,duck,anseriformes
baikalteal,baikal_teal,duck,anseriformes
baldeagle,bald_eagle,raptor,accipitriformes
bantam,bantam,fowl,galliformes
bar_headed_goose,bar-headed_goose,goose,anseriformes
bar_headedgoose,bar-headed_goose,goose,anseriformes
bar-headed_goose_(anser_indicus),bar-headed_goose,goose,anseriformes
bar-headedgoose,bar-headed_goose,goose,anseriformes
barheadedgoose,bar-headed_goose,goose,anseriformes
barn owl,barn_owl,owl,strigiformes
barn_swallow,barn_swallow,passerine,passeriformes
barnaclegoose,barnacle_goose,goose,anseriformes
barnowl,barnowl,owl,strigiformes
barnswallow,barn_swallow,passerine,passeriformes
barred owl,barred_owl,owl,strigiformes
barredowl,barredowl,owl,strigiformes
barrowsgoldeneye,barrowsgoldeneye,duck,anseriformes
bean_goose,bean_goose,goose,anseriformes
beangoose,bean_goose,goose,anseriformes
beardedvulture,bearded_vulture,raptor,accipitriformes
bewick_swan,bewicks_swan,swan,anseriformes
bewick's_swan,bewicks_swan,swan,anseriformes
bird,avian,avian,avian
black bear,black_bear,mammal,carnivora
Black Swift,black_swift,swifts_hummingbirds,Apodiformes
black_crowned_night_heron,black-crowned_night_heron,heron,pelecaniformes
black_duck,american_black_duck,duck,anseriformes
black_scoter,black_scoter,duck,anseriformes
black_swan,black_swan,swan,anseriformes
black_turnstone,black_turnstone,wader,charadriiformes
black-bellied_plover,black-bellied_plover,shorebird,charadriiformes
black-bellied_whistling_duck,black-bellied_whistling_duck,duck,anseriformes
Black-Billed Magpie,black-billed_magpie,corvid,passeriformes
black-crownednightheron,black-crowned_night_heron,heron,pelecaniformes
black-headedgoose,black-headed_goose,goose,anseriformes
black-headedgull,black-headed_gull,gull,charadriiformes
black-legged_kittiwake,black-legged_kittiwake,gull,charadriiformes
black-neck_swan,black-neck_swan,swan,anseriformes
black-necked_stilt,black-necked_stilt,shorebird,charadriiformes
black-neckedgrebe,black-necked_grebe,grebe,podicipediformes
blackbird,common_blackbird,passerine,passeriformes
blackbird,blackbird,passerine,passeriformes
blackbrant,black_brant,goose,anseriformes
blackbulbul,black_bulbul,passerine,passeriformes
blackduck,american_black_duck,duck,anseriformes
blackheadedgull,black-headed_gull,gull,charadriiformes
blackneckedgrebe,black-necked_grebe,grebe,podicipediformes
blacknestedgrebe,black-necked_grebe,duck,anseriformes
blackskimmer,black_skimmer,skimmer,charadriiformes
blackswan,black_swan,swan,anseriformes
blackvulture,black_vulture,raptor,accipitriformes
blue_winged_teal,blue_winged_teal,duck,anseriformes
blue_winged-teal,blue-winged_teal,duck,anseriformes
bluejay,blue_jay,passerine,passeriformes
bluemagpie,blue_magpie,magpie,passeriformes
bluewingedteal,blue-winged_teal,duck,anseriformes
boat-tailed_grackle,boat-tailed_grackle,grackle,passeriformes
bobcat,bobcat,bobcat,carnivora
bonapartes_gull,bonapartes_gull,gull,charadriiformes
bottlenose dolphin,bottlenose_dolphin,dolphin,artiodactyla
brahmachicken,brahma_chicken,chicken,galliformes
brandtgoose,brandt_goose,goose,anseriformes
brandts_cormorant,brandts_cormorant,cormorant,suliformes
brant,brant,goose,anseriformes
branta_leucopsis,barnacle_goose,goose,anseriformes
brantacanadensis,canada_goose,goose,anseriformes
brantaleucopsis,barnacle_goose,goose,anseriformes
brantgoose,brant_goose,goose,anseriformes
brazilian_teal,brazilian_teal,duck,anseriformes
breederchicken,breeder_chicken,chicken,galliformes
breederduck,breeder_duck,duck,anseriformes
brentgoose,brent_goose,goose,anseriformes
brewers_blackbird,brewers_blackbird,passerine,passeriformes
britishcolumbia,mixed,mixed,mixed
broad-winged_hawk,broad-winged_hawk,hawk,accipitriformes
broiler,chicken,chicken,galliformes
Broiler chicken,broiler_chicken,chicken,galliformes
broilerbreederschicken,chicken,chicken,galliformes
broilerchicken,chicken,chicken,galliformes
broilerduck,broiler_duck,duck,anseriformes
bronzeturkey,bronze_turkey,turkey,galliformes
brown pelican,brown_pelican,pelican,pelecaniformes
brown_headed_gull,brown-headed_gull,gull,charadriiformes
brown_headedgull,brown-headed_gull,gull,charadriiformes
brown-headedgull,brown-headed_gull,gull,charadriiformes
brown-headgull,brown-headed_gull,gull,charadriiformes
brownheadedgull,brown-headed_gull,gull,charadriiformes
bucefala_clangula,common_goldeneye,duck,anseriformes
bucephala_albeola,bufflehead,duck,anseriformes
bufflehead,bufflehead,duck,anseriformes
buteobuteo,common_buzzard,raptor,accipitriformes
buzzard,buzzard,raptor,accipitriformes
cacklinggoose,cackling_goose,goose,anseriformes
cairina_moschata,muscovy_duck,duck,anseriformes
calidris_alba,sanderling,wader,charadriiformes
calidris_alpina,dunlin,wader,charadriiformes
calidris_canutus,red_knot,wader,charadriiformes
calidris_pusilla,semi-palmated_sandpiper,wader,charadriiformes
california,unknown,unknown,unknown
california_condor,california_condor,condor,cathartiformes
california_gull,california_gull,gull,charadriiformes
california_quail,california_quail,quail,galliformes
camel,camel,camel,Artiodactyla
canada_goose,canada_goose,goose,anseriformes
canadagoose,canada_goose,goose,anseriformes
canine,canine,canine,carnivora
canis_lupus_familiaris,canine,canine,carnivora
canvasback,canvasback,duck,anseriformes
cape teal,cape_teal,duck,anseriformes
capeteal,capeteal,duck,anseriformes
cascadeduck,cascade_duck,duck,anseriformes
Caspian Teal,caspian_teal,duck,anseriformes
caspian tern,caspian_tern,tern,charadriiformes
caspiangull,caspian_gull,gull,charadriiformes
cat,cat,cat,carnivora
cat,feline,feline,carnivora
Catalina macaw,catalina_macaw,parrot,psittaciformes
cattle,cattle,bovine,artiodactyla
cattleegret,cattle_egret,heron,pelecaniformes
ccrow,crow,crow,passeriformes
ch,chicken,chicken,galliformes
chen_canagica,emperor_goose,goose,anseriformes
chestnut_teal,chestnut_teal,duck,anseriformes
chestnutmunia,chestnut_munia,finch,passeriformes
chicken,chicken,chicken,galliformes
chickenl,chicken,chicken,galliformes
chiken,chicken,chicken,galliformes
chilean_flamingo,chilean_flamingo,flamingo,phoenicopteriformes
chiloewigeon,chiloe_wigeon,duck,anseriformes
Chinese ringneck pheasant,chinese_ringneck_pheasant,pheasant,galliformes
chinesepondheron,chinese_pond_heron,heron,pelecaniformes
chineseringneckpheasant,chineseringneckpheasant,pheasant,galliformes
chroicocephalus_ridibundus,black-headed_gull,gull,charadriiformes
chroicocephalusridibundus,black-headed_gull,gull,charadriiformes
chukar,chukar,partridge,galliformes
chukkar,chukar,partridge,galliformes
ciconiaciconia,white_stork,stork,ciconiiformes
cignusolor,mute_swan,goose,anseriformes
cinnamonteal,cinnamon_teal,duck,anseriformes
ck,avian,avian,avian
ck,chicken,chicken,galliformes
clangula_hyemalis,long-tailed_duck,duck,anseriformes
colorado,unknown,unknown,unknown
columbapalumbus,common_wood_pigeon,pigeon,columbiformes
common eider,common_eider,duck,anseriformes
common eiders,common_eider,duck,anseriformes
Common Loon,common_loon,loon,gaviiformes
common raven,common_raven,passerine,passeriformes
common tern,common_tern,tern,charadriiformes
common_eiders,common_eiders,duck,anseriformes
common_goldeneye,common_goldeneye,duck,anseriformes
common_grackle,common_grackle,grackle,passeriformes
common_grackle,common_grackle,passerine,passeriformes
common_merganser,common_merganser,duck,anseriformes
common_pochard,common_pochard,duck,anseriformes
common_shelduck,common_shelduck,duck,anseriformes
common_teal,eurasian_teal,duck,anseriformes
commonbarnowl,common_barnowl,owl,strigiformes
commonbussard,common_buzzard,passerine,accipitriformes
commonbuzzard,common_buzzard,passerine,accipitriformes
commoncoot,common_coot,coot,gruiformes
commoncrane,common_crane,crane,gruiformes
commoneider,common_eider,duck,anseriformes
commongoldeneye,common_goldeneye,duck,anseriformes
commongull,common_gull,gull,charadriiformes
commonkestral,common_kestrel,raptor,falconiformes
commonkestrel,common_kestrel,raptor,falconiformes
commonketrel,common_kestrel,raptor,falconiformes
commonmagpie,common_green_magpie,passerine,passeriformes
commonmurre,common_murre,shorebird,charadriiformes
commonmyna,common_myna,passerine,passeriformes
commonpheasant,common_pheasant,pheasant,galliformes
commonpochard,common_pochard,duck,anseriformes
commonraven,common_raven,passerine,passeriformes
commonteal,eurasian_teal,duck,anseriformes
commontern,common_tern,tern,charadriiformes
condor,condor,raptor,charadriiformes
cooper_s_hawk,cooper_s_hawk,hawk,accipitriformes
Cooper's hawk,coopers_hawk,raptor,accipitriformes
Cooper's s hawk,coopers_hawk,raptor,accipitriformes
Cooper'ss hawk,coopers_hawk,raptor,accipitriformes
coopers_hawk,coopers_hawk,raptor,accipitriformes
coopers_s_hawk,coopers_s_hawk,hawk,accipitriformes
coopershawk,coopers_hawk,raptor,accipitriformes
cooperss_hawk,cooperss_hawk,hawk,accipitriformes
coot,coot,coot,gruiformes
cormorant,cormorant,cormorant,suliformes
corvus_frugilegus,rook,passerine,passeriformes
corvusossifragus,fish_crow,passerine,passeriformes
coturnix,quail,quail,galliformes
coyote,coyote,coyote,carnivora
crane,crane,crane,gruiformes
crested_caracara,crested_caracara,eagle,falconiformes
crested_eagle,crested_eagle,raptor,accipitriformes
crested_screamer,crested_screamer,duck,anseriformes
crestedeagle,crested_eagle,raptor,accipitriformes
crestedgoshawk,crested_goshawk,raptor,accipitriformes
crestedmyna,crested_myna,passerine,passeriformes
crow,crow,crow,passeriformes
curlew,curlew,wader,charadriiformes
cygnus_columbianus,tundra_swan,swan,anseriformes
cygnus_cygnus,whooper_swan,goose,anseriformes
cygnus_olor,mute_swan,goose,anseriformes
cygnuscygnus,whooper_swan,goose,anseriformes
cygnusolor,mute_swan,goose,anseriformes
dack,duck,duck,anseriformes
dairy_cow,dairy_cow,cow,artiodactyla
dairycattle,dairy_cattle,bovine,artiodactyla
dairycow,dairycow,bovine,artiodactyla
dalmatianpelican,dalmatian_pelican,pelican,pelecaniformes
dark-eyed_junco,dark-eyed_junco,passerine,passeriformes
daurianstarling,daurian_starling,passerine,passeriformes
dendrocygna_viduata,white-faced_whistling_duck,duck,anseriformes
dk,avian,avian,avian
dog,canine,canine,carnivora
dolphin,dolphin,dolphin,Artiodactyla
domestic_cat,domestic_cat,cat,carnivora
domestic_duck,duck,duck,anseriformes
domestic_green_winged_teal,green-winged_teal,duck,anseriformes
domestic_green-winged_teal,domestic_green-winged_teal,duck,anseriformes
domesticduck,duck,duck,anseriformes
domesticgoose,goose,goose,anseriformes
domesticgreen_wingedteal,green-winged_teal,duck,anseriformes
domesticgreen-wingedteal,green-winged_teal,duck,anseriformes
domesticmallard,mallard,duck,anseriformes
domesticmallardduck,mallard,duck,anseriformes
domesticturkey,turkey,turkey,galliformes
donkey,donkey,donkey,"	Perissodactyla"
double-crested_cormorant,double-crested_cormorant,cormorant,suliformes
doublecrestedcormorant,double-crested_cormorant,cormorant,suliformes
dove,dove,dove,columbiformes
duck,duck,duck,anseriformes
duck_broiler,duck,duck,anseriformes
duckbroiler,duck,duck,anseriformes
dunlin,dunlin,shorebird,charadriiformes
eagle,eagle,raptor,accipitriformes
eagleowl,eurasian_eagle-owl,owl,strigiformes
eared grebe,eared_grebe,grebe,podicipediformes
earedgrebe,black-necked_grebe,grebe,podicipediformes
eastern_screech_owl,eastern_screech_owl,owl,strigiformes
easternbuzzard,eastern_buzzard,raptor,accipitriformes
eg,avian,avian,avian
egret,egret,heron,pelecaniformes
egrettagarzetta,little_egret,heron,pelecaniformes
Egyptian goose,egyptian_goose,goose,anseriformes
egyptiangoose,egyptiangoose,goose,anseriformes
eider,eider,duck,anseriformes
embden goose,embden_goose,goose,anseriformes
embdengoose,embden_goose,goose,anseriformes
emperor_goose,emperor_goose,goose,anseriformes
emu,emu,emu,casuariiformes
environment,environment,environment,environmen
eq,equine,equine,equine
equi_2,equine,equine,equine
equine,equine,equine,equine
equus_caballus,equine,equine,equine
equus_ferus_caballus,equine,equine,equine
eurasian_collared_dove,eurasian_collared_dove,dove,columbiformes
Eurasian_coot,eurasian_coot,coot,gruiformes
eurasian_eagle_owl,eurasian_eagle-owl,owl,strigiformes
eurasiancurlew,eurasian_curlew,wader,charadriiformes
eurasianeagelowl,eurasian_eagle-owl,owl,strigiformes
eurasianeagleowl,eurasian_eagle-owl,owl,strigiformes
eurasiansparrowhawk,eurasian_sparrowhawk,raptor,accipitriformes
eurasianspoonbill,eurasian_spoonbill,spoonbill,pelecaniformes
eurasianteal,eurasian_teal,duck,anseriformes
eurasianwigeon,eurasian_wigeon,duck,anseriformes
european_starling,european_starling,starling,passeriformes
europeanherringgull,european_herring_gull,gull,charadriiformes
europeanteal,eurasian_teal,duck,anseriformes
exotic_brid,exotic_bird,avian,avian
falcatedduck,falcated_duck,duck,anseriformes
falcon,falcon,raptor,falconiformes
falcoperegrinus,peregrine_falcon,raptor,falconiformes
Fancy chicken,fancy_chicken,chicken,galliformes
fancychicken,chicken,chicken,galliformes
feline,feline,feline,carnivora
felis_catus,feline,feline,carnivora
feralcat,feral_cat,cat,carnivora
feralpigeon,pigeon,pigeon,columbiformes
ferret,ferret,ferret,carnivora
ferruginous_hawk,ferruginous_hawk,hawk,accipitriformes
finch,finch,passerine,passeriformes
finistere,swine,swine,swine
fish crow,fish_crow,crow,passeriformes
fisher,fisher,fisher,carnivora
flamingo,flamingo,flamingo,phoenicopteriformes
Forster's tern,forsters_tern,tern,charadriiformes
fowl,fowl,fowl,galliformes
fox,fox,fox,carnivora
Franklin's Gull,franklins_gull,gull,charadriiformes
fulvous_whistling_duck,fulvous_whistling_duck,duck,anseriformes
g.h,avian,avian,avian
gadwall,gadwall,duck,anseriformes
gadwall_duck,gadwall,duck,anseriformes
gadwallduck,gadwall,duck,anseriformes
gallus,gallus,chicken,galliformes
gallus_gallus,chicken,chicken,galliformes
gallusgallus,chicken,chicken,galliformes
gannet,gannet,gannet,suliformes
garganey,garganey,duck,anseriformes
geese,goose,goose,anseriformes
gf,avian,avian,avian
gh,avian,avian,avian
glaucous_gull,glaucous-winged_gull,gull,charadriiformes
glaucous_gull,glaucous_gull,gull,charadriiformes
glaucous_winged_gull,glaucous_winged_gull,gull,charadriiformes
glaucouswingedgull,glaucous-winged_gull,gull,charadriiformes
glossy_ibis,glossy_ibis,ibis,pelecaniformes
goat,goat,goat,artiodactyla
goldeneagle,golden_eagle,raptor,accipitriformes
goldeneyeduck,goldeneye,duck,anseriformes
goldenmountainthrush,golden_mountain_thrush,passerine,passeriformes
goldenpheasant,golden_pheasant,pheasant,galliformes
goosander,goosander,duck,anseriformes
goose,goose,goose,anseriformes
goshawk,northern_goshawk,raptor,accipitriformes
grackle,grackle,passerine,passeriformes
gray-crowedcrane,grey_crowned_crane,crane,gruiformes
graygull,gray_gull,gull,charadriiformes
grayheron,grey_heron,heron,pelecaniformes
Graylag Goose,graylag_goose,goose,anseriformes
graylaggoose,greylag_goose,goose,anseriformes
Great Blue Heron,great_blue_heron,heron,pelecaniformes
great_black_headed_gull,black-headed_gull,gull,charadriiformes
great_cormorant,great_cormorant,cormorant,suliformes
great_created_grebe,great_crested_grebe,grebe,podicipediformes
great_crested_grebe,great_crested_grebe,grebe,podicipediformes
great_egret,great_egret,heron,pelecaniformes
great-tailed grackle,great_tailed_grackle,grackle,passeriformes
great-tailed_grackle,great-tailed_grackle,crow,passeriformes
greatbarbet,great_barbet,barbet,piciformes
greatblack_headedgull,black-headed_gull,gull,charadriiformes
greatblack-headedgull,black-headed_gull,gull,charadriiformes
greatblackbackedgull,great_black-backed_gull,gull,charadriiformes
greatblackbackedgulll,great_black_backed_gull,shorebird,charadriiformes
greatblackheadedgull,great_black-backed_gull,gull,charadriiformes
greatblueheron,great_blue_heron,heron,pelecaniformes
greatcormorant,great_cormorant,cormorant,suliformes
greatcrested-grebe,great_crested_grebe,grebe,podicipediformes
greatcrestedgrebe,great_crested_grebe,grebe,podicipediformes
greatdrestedgrebe,great_crested_grebe,grebe,podicipediformes
greategret,great_egret,heron,pelecaniformes
greater_rhea,greater_rhea,rhea,rheiformes
greater_sage_grouse,greater_sage_grouse,grouse,galliformes
greaterscaup,greater_scaup,duck,anseriformes
greaterwhitefrontedgoose,greater_white-fronted_goose,goose,anseriformes
greateryellowlegs,greateryellowlegs,gull,charadriiformes
greatgreyowl,great_grey_owl,owl,strigiformes
greathornedowl,great_horned_owl,owl,strigiformes
greattit,great_tit,passerine,passeriformes
greatwhitepelican,great_white_pelican,pelican,pelecaniformes
grebe,grebe,grebe,podicipediformes
green_winged_teal,green_winged_teal,duck,anseriformes
green-winged_teal(anas_crecca),green-winged_teal,duck,anseriformes
greenheron,green_heron,heron,pelecaniformes
greenpeafowl,green_peafowl,peafowl,galliformes
greenwingedteal,green-winged_teal,duck,anseriformes
grey seal,grey_seal,seal,carnivora
grey_heron,grey_heron,heron,pelecaniformes
grey_teal,grey-teal_duck,duck,anseriformes
greyduck,pacific_black_duck,duck,anseriformes
greygoose,grey_goose,goose,anseriformes
greyheron,grey_heron,heron,pelecaniformes
gs,avian,avian,avian
guinea_fowl,guinea_fowl,guinea_fowl,galliformes
guineafowl,guinea_fowl,guinea_fowl,galliformes
gull,gull,gull,charadriiformes
gullspp,gullspp,shorebird,charadriiformes
gypaetusbarbatus,bearded_vulture,raptor,accipitriformes
gyrfalcon,gyrfalcon,raptor,falconiformes
harbor_seal,harbor_seal,seal,carnivora
Harris's hawk,harris_hawk,hawk,accipitriformes
hawaiiangoose,hawaiian_goose,goose,anseriformes
hawk,hawk,raptor,accipitriformes
hen,chicken,chicken,galliformes
heron,heron,heron,pelecaniformes
herringgull,herring_gull,gull,charadriiformes
hill_myna,common_hill_myna,passerine,passeriformes
hillmyna,common_hill_myna,passerine,passeriformes
hoabara,houbara_bustard,bustard,otidiformes
hooded_crane,hooded_crane,crane,gruiformes
hooded_merganser,hooded_merganser,duck,anseriformes
hoodedcrane,hooded_crane,crane,gruiformes
hoodedvulture,hooded_vulture,raptor,accipitriformes
horned_grebe,horned_grebe,grebe,podicipediformes
horse,equine,equine,equine
houbarabustard,houbara_bustard,bustard,otidiformes
house_finch,house_finch,passerine,passeriformes
housecrow,house_crow,crow,passeriformes
housesparrow,house_sparrow,passerine,passeriformes
Human,human,human,human
indian_runner_duck,indian_runner_duck,duck,anseriformes
indianrunnerduck,indian_runner_duck,duck,anseriformes
japanese_white_eye,japanese_white-eye,passerine,passeriformes
japanesewhite-eye,japanese_white-eye,passerine,passeriformes
japanesewhiteeye,japanese_white-eye,passerine,passeriformes
junglecrow,jungle_crow,passerine,passeriformes
juvenileswan,swan,swan,anseriformes
kalijpheasant,kalij_pheasant,pheasant,galliformes
kaljipheasant,kalij_pheasant,pheasant,galliformes
kestrel,kestrel,raptor,falconiformes
khakicampbellduck,khaki_campbell_duck,duck,anseriformes
king_vulture,king_vulture,vulture,cathartiformes
knotwader,red_knot,wader,charadriiformes
kookaburra,kookaburra,passerine,coraciiformes
korean_native_chicken,korean_native_chicken,chicken,galliformes
ladyamherstspheasant,lady_amhersts_pheasant,pheasant,galliformes
large_billedcrow,large-billed_crow,passerine,passeriformes
large-billedcrow,large-billed_crow,passerine,passeriformes
largebilledcrow,large-billed_crow,passerine,passeriformes
laridae,laridae,shorebird,charadriiformes
lark_bunting,lark_bunting,passerine,passeriformes
lark_sparrow,lark_sparrow,passerine,passeriformes
larus_argentatus,european_herring_gull,gull,charadriiformes
larus_atricilla,laughing_gull,gull,charadriiformes
larus_glaucescens,glaucous-winged_gull,gull,charadriiformes
larus_hyperboreus,glaucous-winged_gull,gull,charadriiformes
larusargentatus,european_herring_gull,gull,charadriiformes
laruscanus,common_gull,gull,charadriiformes
larusridibundus,black-headed_gull,gull,charadriiformes
layer,chicken,chicken,galliformes
layer_chicken,layer_chicken,chicken,galliformes
layerchicken,chicken,chicken,galliformes
layinghen,chicken,chicken,galliformes
Lesser Snow Goose Blue,lesser_snow_goose,goose,anseriformes
Lesser Snow Goose White,lesser_snow_goose,goose,anseriformes
lesser_flamingo,lesser_flamingo,flamingo,phoenicopteriformes
lesser_scaup,lesser_scaup,duck,anseriformes
lesser_snow_goose_blue,lesser_snow_goose_blue,goose,anseriformes
lesser_snow_goose_white,lesser_snow_goose_white,goose,anseriformes
lesserblackbackedgull,lesser_black-backed_gull,gull,charadriiformes
lesserkestrel,lesser_kestrel,raptor,falconiformes
lessersnowgoose,lesser_snow_goose,goose,anseriformes
lesserwhitefrontedgoose,lesser_whitefronted_goose,goose,anseriformes
leucophaeus_atricilla,laughing_gull,gull,charadriiformes
lincolns_sparrow,lincolns_sparrow,passerine,passeriformes
little_egret,little_egret,heron,pelecaniformes
little_grebe,little_grebe,grebe,podicipediformes
littlecuckoo-dove,little_cuckoo-dove,dove,columbiformes
littleegret,little_egret,heron,pelecaniformes
littlegrebe,little_grebe,grebe,podicipediformes
littleowl,little_owl,owl,strigiformes
long-eared_owl,long-eared_owl,owl,strigiformes
long-tailedshrike,long-tailed_shrike,passerine,passeriformes
longearedowl,longeared_owl,owl,strigiformes
longtail_duck,longtail-duck,duck,anseriformes
lorikeet,lorikeet,parrot,psittaciformes
louisiana,unknown,unknown,unknown
magpie,magpie,passerine,passeriformes
magpie_robin,oriental_magpie-robin,passerine,passeriformes
magpierobin,magpie-robin,passerine,passeriformes
mallard,mallard,duck,anseriformes
mallard_duck,mallard,duck,anseriformes
mallard_duck,mallard_duck,duck,anseriformes
mallard-black_duck_hybrid,mallard-black_duck_hybrid,duck,anseriformes
mallard(anas_platyrhynchos),mallard,duck,anseriformes
mallard/black_duck_hybrid,mallard_duck,duck,anseriformes
mallardduck,mallard,duck,anseriformes
mandarin_duck,mandarin_duck,duck,anseriformes
mandarinduck,mandarin_duck,duck,anseriformes
maned_goose,wood_duck,duck,anseriformes
manxshearwater,manx_shearwater,shorebird,procellariiformes
marabou_stork,marabou_stork,stork,ciconiiformes
maraboustork,marabou_stork,stork,ciconiiformes
melanitta_nigra,common_scoter,duck,anseriformes
meleagrisgallopavo,wild_turkey,turkey,galliformes
Merganser,merganser,duck,anseriformes
Mergus,merganser,duck,anseriformes
mergus,mergus,duck,anseriformes
mergusalbellus,smew,duck,anseriformes
merlin,merlin,falcon,falconiformes
michigan,unknown,unknown,unknown
migratorybird,migratory_bird,avian,avian
migratoryduck,duck,duck,anseriformes
mink,mink,mink,mink
mixed,mixed,avian,avian
mixedwildbirds,mixed_wild_birds,avian,avian
moorhen,moorhen,moorhen,gruiformes
morusbassanus,northern_gannet,gannet,suliformes
mottled_duck,mottled_duck,duck,anseriformes
mountain_hawk_eagle,mountain_hawk-eagle,raptor,accipitriformes
mountain_lion,mountain_lion,mammal,carnivora
mountainhawk-eagle,mountain_hawk-eagle,raptor,accipitriformes
mountainlion,mountain_lion,moutain lion,carnivora
mourning_dove,mourning_dove,dove,columbiformes
mouse,mouse,mouse,rodentia
mule_duck,mule_duck,duck,anseriformes
multispecies,multispecies,mixed,mixed
munia,munia,passerine,passeriformes
muscovy,muscovy_duck,duck,anseriformes
muscovy_duck,muscovy_duck,duck,anseriformes
muscovyduck,muscovy_duck,duck,anseriformes
mute_swan,mute_swan,goose,anseriformes
muteswan,mute_swan,goose,anseriformes
mynah,myna,passerine,passeriformes
mynas,myna,passerine,passeriformes
neotropiccormorant,neotropic_cormorant,cormorant,suliformes
netta_rufina,red-crested_pochard,duck,anseriformes
nevada,unknown,unknown,unknown
nightingale,nightingale,passerine,passeriformes
northen_pintail,northern_pintail,duck,anseriformes
northen_pintail,northern_pintail,duck,anseriformes
northern_fulmar,northern_fulmar,seabird,procellariiformes
northern_harrier,northern_harrier,hawk,accipitriformes
northerngannet,northern_gannet,gannet,suliformes
northerngoshawk,northern_goshawk,raptor,accipitriformes
northernpintail,northern_pintail,duck,anseriformes
northernshoveler,northern_shoveler,duck,anseriformes
northwestern crow,northwestern_crow,crow,passeriformes
northwesterncrow,northwestern_crow,crow,passeriformes
notherngannet,northern_gannet,gannet,suliformes
ohio,unknown,unknown,unknown
open_bill_stork,open-billed_stork,stork,ciconiiformes
open_billed_stork,open-billed_stork,stork,ciconiiformes
open_billedstork,open-billed_stork,stork,ciconiiformes
open_billstork,open-billed_stork,stork,ciconiiformes
open-billedstork,open-billed_stork,stork,ciconiiformes
open-billibis,open-billed_ibis,ibis,pelecaniformes
open-billstork,open-billed_stork,stork,ciconiiformes
openbill,open-billed_stork,stork,ciconiiformes
openbill_stork,open-billed_stork,stork,ciconiiformes
openbillstork,open-billed_stork,stork,ciconiiformes
